"Statistic Label","CensusYear","Age Group","Principal Economic Status","Sex","Detailed Marital Status","UNIT","VALUE"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Male","Single","Number","127744"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Male","Registered same-sex civil partnership","Number","732"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Male","Married (first marriage)","Number","217851"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Male","Re-married","Number","4530"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Male","Separated","Number","9458"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Male","Divorced","Number","7043"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Male","Widowed","Number","1169"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","All marital status","Number","378354"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","Single","Number","116751"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","Registered same-sex civil partnership","Number","531"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","Married (first marriage)","Number","227470"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","Re-married","Number","5315"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","Separated","Number","14786"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","Divorced","Number","10781"
"Population Aged 15 Years and Over","2016","35 - 44 years","All persons aged 15 years and over","Female","Widowed","Number","2720"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","All marital status","Number","574633"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","Single","Number","175658"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","Registered same-sex civil partnership","Number","1072"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","Married (first marriage)","Number","358384"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","Re-married","Number","7292"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","Separated","Number","16765"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","Divorced","Number","13203"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Both sexes","Widowed","Number","2259"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","All marital status","Number","307015"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","Single","Number","92352"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","Registered same-sex civil partnership","Number","643"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","Married (first marriage)","Number","196466"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","Re-married","Number","3861"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","Separated","Number","7322"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","Divorced","Number","5616"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Male","Widowed","Number","755"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","All marital status","Number","267618"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","Single","Number","83306"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","Registered same-sex civil partnership","Number","429"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","Married (first marriage)","Number","161918"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","Re-married","Number","3431"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","Separated","Number","9443"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","Divorced","Number","7587"
"Population Aged 15 Years and Over","2016","35 - 44 years","Persons at work","Female","Widowed","Number","1504"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","All marital status","Number","3467"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","Single","Number","1482"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","Registered same-sex civil partnership","Number","9"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","Married (first marriage)","Number","1521"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","Re-married","Number","89"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","Separated","Number","188"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","Divorced","Number","152"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Both sexes","Widowed","Number","26"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","All marital status","Number","1670"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","Single","Number","846"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","Registered same-sex civil partnership","Number","7"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","Married (first marriage)","Number","653"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","Re-married","Number","38"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","Separated","Number","72"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","Divorced","Number","51"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Male","Widowed","Number","3"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","All marital status","Number","1797"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","Single","Number","636"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","Registered same-sex civil partnership","Number","2"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","Married (first marriage)","Number","868"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","Re-married","Number","51"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","Separated","Number","116"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","Divorced","Number","101"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed looking for first regular job","Female","Widowed","Number","23"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","All marital status","Number","62201"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","Single","Number","32849"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","Registered same-sex civil partnership","Number","81"
"Population Aged 15 Years and Over","2016","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","Married (first marriage)","Number","23179"
